,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
300926,11436190.00,,,,5,9,,7,5,,,3638,,,3638,,,6037,,5,,,,,33895811,-118328325,15623,,,,,,400,248,LCR3YY,60376037.04,113412,3101,,96106,0,,,,4,,,1935,,,201583,435124,2015,233541,6371.73,,,6.0376E+13
27272,14389446.00,,,,2.5,4,,,2.5,,,2577,2577,,,,,6059,,2,2,433,TRUE,,33575742,-117697325,6000,1,,,1,,122,261,,60590423.28,25458,1286,,96971,8,,1,,,,,1980,2,,235108,687807,2015,452699,7141.68,,,6.05904E+13
409821,12622403.00,,,,2,3,,7,2,,,1192,1192,,,,,6037,,2,,,,7,33796445,-118310874,6425,,,,,,100,261,LOR1*,60376700.02,53027,3101,,96217,0,,,,1,,,1941,,,100820,504105,2015,403285,6424.65,,,6.03767E+13
295045,14432465.00,,,,2,4,,,2,,,1792,1792,,,,,6059,,2,2,480,,,33484213,-117698864,9450,,,,,,122,261,,60590423.38,17686,1286,,96961,8,,,,,,,1981,1,,129488,497469,2015,367981,6206.46,,,6.05904E+13
1003447,12316574.00,1,,,3,3,,4,3,,,1547,1547,,,,,6037,,3,,,,2,33966500,-118190000,39256,,,,,,010C,266,CUR3*,60375344.04,31134,3101,,96083,0,,,,1,,,1990,,,135400,276000,2015,140600,3972.02,,,6.03753E+13
340072,14627968.00,,,,2,2,,,2,,,832,832,,,,,6059,,2,1,0,,,33648380,-117581592,,,,,,,34,266,,60590320.55,15554,1286,,96993,0,,,,,,,1986,,,95210,183910,2015,88700,1112.88,,,6.05903E+13
903547,14099859.00,,,,2,4,,,2,,,1254,1254,,,,,6059,,2,1,399,,,33794693,-118015071,6000,,,,,,122,261,,60591100.1,44833,1286,,96185,6,,,,,,,1962,1,,76857,297898,2015,221041,3528.24,,,6.05911E+13
846634,13948323.00,,,,3,3,,,3,,,2408,2408,,,,,6059,,3,2,426,,,33747728,-117967181,4024,,,,,,1,261,,60590889.05,34780,1286,,96990,0,,,,,,,2001,,,316731,486740,2015,170009,5858.68,,,6.05909E+13
370782,11538214.00,1,,,1,1,,10,1,,,810,810,,,,,6037,,1,,,,2,33984600,-118445000,124612,1,,,,1,010C,266,LAC4(OX),60372741,12447,3101,21056,96128,0,,,,1,,,2003,,,172832,515543,2015,342711,6238.66,,,6.03727E+13
884909,12449366.00,,,,2,4,,7,2,,,1559,,,1559,,,6037,,2,,,,,33866582,-118171876,5052,,,,,,200,246,LBR1N,60375705.02,46298,3101,276476,96239,0,,,,2,,,1943,,,30989,49525,2015,18536,887.41,,,6.03757E+13
303323,12072469.00,1,,,3,3,,4,3,,,2768,2768,,,,,6037,,3,,,,2,34172415,-118244211,9159,1,,,,1,101,261,GLR1YY,60373007.02,45457,3101,273890,96326,0,,,,1,,,1965,,,384287,760900,2015,376613,8543.43,,,6.0373E+13
181887,11397172.00,,,,1,2,,7,1,,,756,756,,,,,6037,,1,,,,7,33981077,-118336303,6336,,,,,,100,261,INR2YY,60376009.12,45888,3101,,96134,0,,,,1,,,1922,,,13373,41951,2015,28578,802.13,,,6.0376E+13
129837,14004412.00,,,,2,3,,,2,,,1148,1148,,,,,6059,1,2,2,460,,,33782929,-117988868,2170,,,,,,122,261,,60590881.04,24832,1286,,96203,6,,,,,,,1973,1,,76031,261170,2015,185139,3298.36,,,6.05909E+13
638803,10858112.00,1,,,6,5,,1,6,,,3851,3851,,,,,6037,,6,,,,2,34153572,-118443777,8051,1,,,,1,101,261,LAR1,60371412.01,12447,3101,27080,96424,0,,,,1,,,2006,,,754517,1280269,2015,525752,15669.88,,,6.03714E+13
39985,13852520.00,,,,2,3,,,2,,,1211,1211,,,,,6059,,2,2,400,,,33930872,-117970928,6798,,,,,,122,261,,60590011.02,18874,1286,,96186,6,,,,,,,1956,1,,60601,364966,2015,304365,4275.34,,,6.059E+13
646330,12277271.00,,,,1,2,,7,1,,,940,940,,,,,6037,,1,,,,7,33883576,-118231077,22505,,,,,,100,261,CORAYY,60375432.01,24174,3101,,96090,0,,,,1,,,1938,,,22970,54608,2015,31638,2138.84,,,6.03754E+13
645629,12099785.00,1,,,2,2,,4,2,,,1564,1564,,,,,6037,,2,,,,2,34129500,-118159000,35086,1,,,,1,010E,266,PSR1,60374639,47019,3101,275411,96293,0,,,,1,,,1953,,,113736,293478,2015,179742,3614.18,,,6.03746E+13
877568,17296206.00,,,,0,0,,,,,,,,,,,,6111,,,,,,,34080156,-118944797,,,,,,,1112,261,,61110073,12520,2061,,96116,0,,,,,,,,,,398810,2735121,2015,2336311,30089.92,,,
124797,12046853.00,,,,1,2,,7,1,,,1412,1412,,,,,6037,,1,,,,2,34194437,-118223399,7104,,,,,,100,261,GLR1RY,60373008,45457,3101,274580,96327,0,,,,1,,,1936,,,176268,271235,2015,94967,3022.68,,,6.0373E+13
529953,12890288.00,,,,1,4,,7,1,,,1860,1860,,,,,6037,,1,,,,7,34064696,-117762957,9950,,,,,,100,261,POR3YY,60374023.01,20008,3101,,96508,0,,,,1,,,1922,,,85867,101466,2015,15599,1456.66,,,6.0374E+13
14794,10859148.00,,,,0,0,4,7,,,,1526,,,1526,,,6037,,,,,,,34148831,-118437014,5501,,,,,,1210,31,LAC2,60371412.02,12447,3101,27080,96424,0,,,,,,,1939,1,,23879,700753,2015,676874,40532.32,,,
19398,11657002.00,,,,3,2,,4,3,,,2022,2022,,,,,6037,,3,,,,2,34059425,-118469849,8401,,,,,,100,261,LARS,60372641.02,12447,3101,113910,96030,0,,,,1,,,1967,,,187359,1124217,2015,936858,13705.36,,,6.03726E+13
836997,11580330.00,1,,,3,4,,1,3,,,2864,2864,,,,,6037,,3,,,,2,34036308,-118492347,8939,1,,,,1,101,261,SMR1*,60377012.02,26964,3101,761547,96149,0,,,,1,,,1928,,,657992,2652858,2015,1994866,31224.86,,,6.0377E+13
336136,12831784.00,,,,4,4,,4,4,,,2479,2479,,,,,6037,,4,,,,2,33953675,-117956304,49238,1,,,,1,101,261,LHRA1*,60375001,18875,3101,,96186,0,,,,1,,,1951,,,196663,529769,2015,333106,6380.34,,,6.0375E+13
679,17156097.00,,,,1.5,2,,,1.5,,516,1268,1268,,,516,,6111,,1,2,0,,,34180334,-119204385,2613,,,,,,1129,266,,61110043.04,47198,2061,,97109,5,,1,,,,,1977,2,,62929,125858,2015,62929,1437.58,,,6.111E+13
785156,14247227.00,13,,,2,3,,,2,,,2227,2227,,,,,6059,,2,2,462,,,33760777,-117806027,14400,,,,,,122,261,,60590757.03,40081,1286,,97005,7,,,,,,,1958,1,,124742,744585,2015,619843,8616.86,,,6.05908E+13
863567,17268810.00,,,,4,4,,,4,,2347,3341,3341,,,2347,,6111,1,4,2,647,,,34146025,-118873962,11227,1,330,,,1,1111,261,,61110059.06,41673,2061,,96384,8,,,,,144,,1999,2,,627548,1018870,2015,391322,11206.74,,,6.11101E+13
206695,13005063.00,1,,,3,4,,4,3,,,1552,1552,,,,,6037,,3,,,,2,34091037,-118046481,55579,,,,,,010C,266,TCR4*,60374321.01,51861,3101,,96517,0,,,,1,,,1999,,,138321,445704,2015,307383,5928.56,,,6.03743E+13
113134,12809750.00,1,,,2,3,,7,2,,,1350,1350,,,,,6037,,2,,,,2,34039185,-117972723,5933,1,,,,1,101,261,LPR1*,60374071.02,39306,3101,,96488,0,,,,1,,,1956,,,36084,50742,2015,14658,946.57,,,6.03741E+13
431238,11780460.00,1,,,3,2,,,3,,,1710,1710,,,,,6037,,3,,,,2,34044664,-118265269,108116,1,,,,1,01HC,266,LASED,60372077.1,12447,3101,268118,95996,0,,,,,,,2010,,,1093259,1434453,2015,341194,18031.43,,,6.03721E+13
302813,11938717.00,,,,1,2,,7,1,,,1037,1037,,,,,6037,,1,,,,7,34084506,-118248668,6250,,,,,,100,261,LAR2,60371973,12447,3101,268134,96007,0,,,,1,,,1907,,,136040,567833,2015,431793,6914.06,,,6.0372E+13
877246,10944992.00,1,,,3,2,,4,3,,,1280,1280,,,,,6037,,3,,,,2,34184200,-118298000,,,,,,,010C,266,BUR3*,60373102.02,396054,3101,,96433,0,,,,1,,,2012,,,193343,314574,2015,121231,3578.61,,,6.03731E+13
907489,17108190.00,,,,3,4,,,3,,1185,2135,2135,,,1185,,6111,1,3,2,599,,,34275877,-119155749,4575,,,,,,1111,261,,61110013.01,34543,2061,,97084,8,,,,,,,1995,2,,178294,297149,2015,118855,3128.14,,,6.111E+13
136349,11041121.00,,,,2,3,,7,2,,,1231,1231,,,,,6037,,2,,,,2,34245937,-118457081,8036,,,,,,100,261,LARS,60371171.02,12447,3101,13017,96369,0,,,,1,,,1955,,,118002,230383,2015,112381,2989.51,,,6.03712E+13
373352,10818341.00,,,,1,1,,7,1,,,1086,1086,,,,,6037,,1,,,,7,34147567,-118594767,6147,,,,,,100,261,LAR1,60371380,12447,3101,48570,96387,0,,,,1,,,1955,,,122523,213082,2015,90559,2767.08,,,6.03714E+13
363552,12242474.00,,,,2,3,,7,2,,,1618,1618,,,,,6037,,2,,,,2,33919915,-118296949,7500,,,,,,100,261,LCA1YY,60376028.02,118875,3101,,96025,0,,,,1,,,1997,,,142390,183037,2015,40647,2800.75,,,6.0376E+13
142722,12782912.00,1,,,2,3,,7,2,,,1671,,,1671,,,6037,,2,,,,,33988774,-118043227,6858,,,,,,200,246,WHR1YY,60375013,14634,3101,,96169,0,,,,2,,,1923,,,101019,367417,2015,266398,4889.37,,,6.0375E+13
624866,17051291.00,,,,2.5,4,,,2.5,,1947,1947,1947,,,1947,,6111,1,2,2,580,,,34469985,-119285971,43560,,,,,,1110,261,,61110001,13091,2061,,97099,7,,1,,,,,1969,1,,217488,483308,2015,265820,5283.96,,,6.111E+13
959394,12455768.00,,,,3,4,,7,3,,,1731,1731,,,,,6037,,3,,,,7,33859249,-118172254,7061,,,,,,100,261,LBR1N,60375706.02,46298,3101,276476,96239,0,,,,1,,,1942,,,68649,289951,2015,221302,3689.79,,,6.03757E+13
45655,17310515.00,,,,0,0,,,,,,,,,,,,6111,,,,,,,34338100,-119080000,,,,,,,1118,263,,61110005,26965,2061,,97113,0,,,,,,,1964,,,,,2015,,,,,6.111E+13
750799,12400670.00,,,,3,4,,4,3,,,2871,2871,,,,,6037,,3,,,,2,33949747,-118111572,10416,,,,,,100,261,DOR110000*,60375505.01,4406,3101,,96100,0,,,,1,,,1952,,,218117,380109,2015,161992,4808.5,,,6.03755E+13
346285,11606294.00,,,,1,1,,4,1,,,756,756,,,,,6037,,1,,,,2,34027600,-118395000,19500,,,,,,010E,266,LAR3,60372701,12447,3101,117183,96015,0,,,,1,,,1972,,,117743,152326,2015,34583,1916.19,,,6.03727E+13
572095,12298647.00,,,,1,2,,7,1,,,1118,1118,,,,,6037,,1,,,,7,33964826,-118228242,5057,,,,,,100,261,LCR305,60375348.04,39076,3101,,96110,0,,,,1,,,1930,,,49281,141824,2015,92543,2332.81,,,6.03753E+13
957071,11886670.00,1,,,4,6,,1,4,,,4164,4164,,,,,6037,,4,,,,2,34126844,-118139157,13046,,,,,,100,261,PSR6,60374640,47019,3101,275405,96294,0,,,,1,,,1924,,,541261,1055200,2015,513939,12420.75,,,6.03746E+13
329770,11078576.00,1,,,3,3,,4,3,,,2339,2339,,,,,6037,,3,,,,2,34250710,-118568861,10995,1,,,,1,101,261,LARE11,60371133.22,12447,3101,37835,96346,0,,,,1,,,1966,,,166025,215756,2015,49731,2918.16,,,6.03711E+13
1022122,14017023.00,,,,2,3,,,2,,,1539,1539,,,,,6059,,2,1,393,,,33850966,-118005725,6000,,,,,,122,261,,60591103.02,10608,1286,,96180,6,,,,,,,1957,1,,100651,331834,2015,231183,3979.78,,,6.05911E+13
240454,11061429.00,1,,,3,4,,4,3,,,2665,2665,,,,,6037,,3,,,,2,34231254,-118498480,7531,1,,,,1,101,261,LARS,60371173.02,12447,3101,33183,96369,0,,,,1,,,1966,,,189585,256281,2015,66696,3304.08,,,6.03712E+13
405602,11548153.00,,,,2,4,,7,2,,,1541,,,1541,,,6037,,2,,,,,33990596,-118461455,3875,,,,,,200,246,LAR2,60372736,12447,3101,21056,96127,0,,,,2,,,1955,,,267762,1256848,2015,989086,15346.49,,,6.03727E+13
642330,11144773.00,1,,,3,4,,4,3,,,1877,1877,,,,,6037,,3,,,,2,34400494,-118529916,6932,,,,,,010D,269,SCUR2,60379203.14,54311,3101,26134,96373,0,,,,1,,,1987,,,200355,336529,2015,136174,4922.16,,,6.03792E+13
32714,11164871.00,1,,,2,4,,7,2,,,1324,1324,,,,,6037,,2,,,,2,34393601,-118558589,4689,,,,,,100,261,SCUR2,60379203.34,54311,3101,48200,96378,0,,,,1,,,1976,,,84220,148840,2015,64620,2502.21,,,6.03792E+13
242564,11708136.00,,,,2,5,,7,2,,,2193,,,2193,,,6037,,2,,,,,34005892,-118302869,8039,,,,,,200,246,LAR2,60372316,12447,3101,118208,96043,0,,,,2,,,1916,,,79621,191095,2015,111474,2508.68,,,6.03723E+13
691943,12516509.00,,,,2,3,,7,2,,,1226,1226,,,,,6037,,2,,,,2,33805143,-118111252,6137,1,,,,1,101,261,LBR1N,60375744.01,46298,3101,276606,96247,0,,,,1,,,1954,,,84518,270654,2015,186136,3365.05,,,6.03757E+13
351137,12850351.00,1,,,1,2,,4,1,,,758,758,,,,,6037,,1,,,,2,33987400,-117908000,6506,1,,,,1,010C,266,LCR330U*,60374086.26,22827,3101,,96492,0,,,,1,,,1970,,,18853,33582,2015,14729,756.9,,,6.03741E+13
1046091,11882389.00,,,,2,4,,7,2,,,3023,3023,,,,,6037,,2,,,,7,34113028,-118143489,9939,,,,,,100,261,SPR110000*,60374805,27183,3101,,96280,0,,,,1,,,1908,,,497572,1118555,2015,620983,13403.25,,,6.03748E+13
529186,12713522.00,,,,3,2,,4,3,,,1697,1697,,,,,6037,,3,,,,2,33778609,-118387857,520034,1,,,,1,010D,269,RPRM5400*,60376704.07,54053,3101,,96122,0,,,,1,,,1975,,,248553,609956,2015,361403,7339.34,,,6.03767E+13
865390,11145257.00,1,,,2,3,,4,2,,,1078,1078,,,,,6037,,2,,,,2,34398300,-118482000,236712,,,,,,010C,266,SCUR3,60379200.31,54311,3101,26134,96352,0,,,,1,,,1988,,,152079,237145,2015,85066,3339.22,,,6.03792E+13
494748,11537551.00,,,,4,6,,4,4,,,2688,,,2688,,,6037,,4,,,,,33987856,-118455868,3759,,,,,,200,246,LAR3,60372741,12447,3101,21056,96127,0,,,,2,,,1964,,,194791,324416,2015,129625,4112.84,,,6.03727E+13
401229,14524112.00,,,,0,0,,,,,,,,,,,,6059,,,,,,,33852600,-117909000,,,,,,,0,263,,60590865.02,16764,1286,274800,97024,0,,,,,,,,,,53043,53043,2015,,591.98,,,6.05909E+13
340755,14461583.00,,,,3.5,4,,,3.5,,,5560,5560,,,,,6059,,3,4,912,,,33562746,-117582016,10890,,,,,,122,261,,60590320.46,17597,1286,,96989,0,,1,,,,,2002,,,799759,1157477,2015,357718,12392.12,,,6.05903E+13
646226,12248585.00,,,,3,3,,4,3,,,1664,1664,,,,,6037,,3,,,,2,33874800,-118292000,27365,,,,,,010C,266,GAR3,60376031.02,45398,3101,,96104,0,,,,1,,,1990,,,245905,307381,2015,61476,3891.86,,,6.0376E+13
107560,11397006.00,,,,2,3,,4,2,,,1713,1713,,,,,6037,,2,,,,7,33967570,-118332303,5781,,,,,,100,261,INR1YY,60376008.02,12447,3101,115729,96137,0,,,,1,,,1940,,,125074,235527,2015,110453,3390.06,,,6.0376E+13
83126,12767462.00,,,,1,2,,7,1,,,1237,1237,,,,,6037,,1,,,,7,34049515,-118017671,10973,,,,,,100,261,EMR1BY,60374340.03,51861,3101,259606,96479,0,,,,1,,,1955,,,114000,353000,2015,239000,5398.33,,,6.03743E+13
1033896,12544710.00,,,,1,2,,7,1,,,1892,1892,,,,,6037,,1,,,,2,33766890,-118158232,3029,,,,,,100,261,LBR2A,60375767,46298,3101,416304,96237,0,,,,1,,,1928,,,39959,63804,2015,23845,901.55,,,6.03758E+13
239940,10933979.00,1,,,2,3,,7,2,,,1611,1611,,,,,6037,,2,,,,2,34131864,-118353531,7236,,,,,,100,261,LAR1,60371437,12447,3101,274049,96049,0,,,,1,,,1957,,,159518,265941,2015,106423,3519.15,,,6.03714E+13
880700,11276239.00,1,,,3,4,,4,3,,,2569,2569,,,,,6037,,3,,,,2,34714118,-118159236,5676,,,,,,100,261,LR-R1OOOO,60379008.03,5534,3101,,97317,0,,,,1,,,2002,,,187509,234382,2015,46873,3643.94,,,6.0379E+13
979235,14414787.00,13,,,3,4,,,3,,,3391,3391,,,,,6059,,3,2,611,TRUE,,33546210,-117713842,11396,1,,,1,,122,261,,60590423.19,25459,1286,,96987,9,,,,,,,1983,2,,375489,562180,2015,186691,5723.5,,,6.05904E+13
890840,14742287.00,,,,3,3,,,3,,,1536,1536,,,,,6059,,3,2,0,,,33834600,-117800000,,,,,,,34,266,,60590758.14,33252,1286,,97065,0,,,,,,,1995,,,199136,281341,2015,82205,3293.74,,,6.05908E+13
161019,14379213.00,,,,2.5,4,,,2.5,,,2152,2152,,,,,6059,1,2,1,371,,,33609950,-117692295,7500,,,,,,122,261,,60590320.14,12773,1286,,96962,8,,1,,,,,1965,2,,70990,104380,2015,33390,1038.48,,,6.05903E+13
786862,14714839.00,,,,2.5,3,,,2.5,,,1799,1799,,,,,6059,,2,1,0,,,33561692,-117730705,,,,,,,34,266,,60590626.39,37086,1286,,96974,0,,1,,,,,1998,,,217089,646000,2015,428911,6486.94,,,6.05906E+13
333430,12176158.00,1,,,3,4,,1,3,,,2495,2495,,,,,6037,,3,,,,2,34208380,-118156395,6759,,,,,,010D,269,LCR110,60374603.01,30187,3101,,96265,0,,,,1,,,1998,,,447567,938381,2015,490814,12783.61,,,6.03746E+13
387629,17267037.00,,,,2,3,,,2,,1771,1926,1926,,,1771,,6111,1,2,2,541,,,34161947,-118947854,10879,,,,,,1111,261,,61110059.02,34278,2061,46736,96351,8,,,,,880,,1979,1,,209115,590587,2015,381472,6221.48,,,6.11101E+13
900069,12538053.00,,,,2,4,,7,2,,,2114,,,2114,,,6037,,2,,,,,33770013,-118152400,2610,,,,,,200,246,LBR2A,60375771,46298,3101,272933,96246,0,,,,2,,,1923,,,122397,632387,2015,509990,7659.54,,,6.03758E+13
26910,14274754.00,,,,1.5,3,,,1.5,,,1034,1034,,,,,6059,,1,,,,,33649469,-117933565,7370,,,,,,122,261,,60590636.01,38032,1286,,96959,5,,1,,,,,1954,1,,42639,509665,2015,467026,6011.14,,,6.05906E+13
205449,14344561.00,,,,2.5,3,,,2.5,,,2109,2109,,,,,6059,,2,2,460,,,33703815,-117767235,5666,1,,,,1,122,261,,60590524.17,52650,1286,276486,96954,8,,1,,,,,1979,2,,186806,583465,2015,396659,6054.24,,,6.05905E+13
684056,14460105.00,,,,2.5,3,,,2.5,,,2515,2515,,,,,6059,,2,2,447,,,33552872,-117722425,4883,,,,,,1,261,,60590626.39,33840,1286,,96998,0,,1,,,,,2013,,,405161,819527,2015,414366,13377.18,,,
709981,13996706.00,,,,2,4,,,2,,,1549,1549,,,,,6059,,2,2,478,,,33813492,-117939998,7490,,,,,,122,261,,60590876.01,16764,1286,275496,97021,7,,,,,,,1961,1,,94791,225797,2015,131006,2910.62,,,6.05909E+13
660527,12128637.00,1,,,4,5,,4,4,,,3150,3150,,,,,6037,,4,,,,2,34167172,-118049269,10249,1,,,,1,101,261,SRR175,60374305.01,47695,3101,,96278,0,,,,1,,,1915,,,317138,594608,2015,277470,7222.21,,,6.03743E+13
327875,17182414.00,,,,2,4,,,2,,1366,1366,1366,,,1366,,6111,1,2,2,528,,,34180090,-119149992,7834,,,,,,1111,261,,61110047.16,13150,2061,,97104,6,,,,,,,1985,1,,169928,283210,2015,113282,3403.66,,,6.111E+13
322893,13952093.00,5,,,3,3,,,3,,,1656,1656,,,,,6059,1,3,2,400,,6,33771961,-117943079,9775,,,,,,122,261,,60590886.01,24832,1286,,97050,6,,,,,,,1942,1,,56405,81730,2015,25325,6480.68,,,6.05909E+13
31965,10971447.00,1,,,2,3,,4,2,,,1333,1333,,,,,6037,,2,,,,2,34323122,-118416003,8928,,,,,,100,261,LARS,60371061.11,12447,3101,34213,96368,0,,,,1,,,1977,,,191148,339657,2015,148509,4266.13,,,6.03711E+13
226157,11228780.00,,,,2,3,,4,2,,,1472,1472,,,,,6037,,2,,,,,34516145,-117925670,405059,,,,,,700,263,LCA21*,60379100.02,13232,3101,,97331,0,,,,1,,,1978,,,21427,64284,2015,42857,967.34,,,6.03791E+13
161149,14409581.00,,,,4,4,,,4,,,4249,4249,,,,,6059,,4,2,713,,,33522303,-117643839,11000,,,,,,122,261,,60590320.61,33840,1286,,96985,0,,,,,,,1999,,,828929,1300474,2015,471545,17095.74,,,6.05903E+13
868328,12033890.00,,,,2,3,,4,2,,,2742,2742,,,,,6037,,2,,,,2,34110736,-118309991,7882,,,,,,100,261,LARE11,60371893,12447,3101,274049,96049,0,,,,1,,,1963,,,265049,506388,2015,241339,6384.84,,,6.03719E+13
577383,14338216.00,,,,2.5,3,,,2.5,,,2421,2421,,,,,6059,,2,2,624,,,33789069,-117768302,6000,1,,,,1,122,261,,60590756.05,33252,1286,,97067,0,,1,,,,,1987,,,228082,798000,2015,569918,9276.24,,,6.05908E+13
87033,14488849.00,13,,,2,2,,,2,,,1230,1230,,,,,6059,,2,2,460,,,33613481,-117646897,3700,,,,,,122,261,,60590320.37,12773,1286,,96996,5,,,,,,,1977,1,,74314,141774,2015,67460,1475.24,,,6.05903E+13
166054,11037907.00,,,,1,2,,7,1,,,936,936,,,,,6037,,1,,,,7,34256502,-118431219,7678,,,,,,100,261,LAR1,60371044.03,12447,3101,40215,96361,0,,,,1,,,1950,,,142420,256150,2015,113730,3289.29,,,6.0371E+13
338438,14115211.00,,,,2,3,,,2,,,1391,1391,,,,,6059,,2,2,451,,,33820485,-117933473,7035,,,,,,122,261,,60590871.06,16764,1286,275496,97021,7,,,,,,,1958,1,,37142,63664,2015,26522,1067.78,,,6.05909E+13
482682,12308251.00,,,,3,4,,7,3,,,1966,,,1966,,,6037,,3,,,,,33965398,-118206522,7366,,,,,,300,247,HPR2YY,60375345.01,39076,3101,,96110,0,,,,3,,,1938,,,110265,259059,2015,148794,4409.23,,,6.03753E+13
818990,17273365.00,,,,2,3,,,2,,1308,1308,1308,,,1308,,6111,1,2,2,560,,,34179962,-118943541,9500,,,,,,1111,261,,61110060,34278,2061,46736,96351,6,,,,,364,,1962,1,,231973,463946,2015,231973,4895.38,,,6.11101E+13
894024,10855721.00,1,,,2,3,,7,2,,,1662,1662,,,,,6037,,2,,,,2,34159250,-118450844,5851,,,,,,100,261,LAR1,60371289.1,12447,3101,27080,96412,0,,,,1,,,1949,,,281000,700000,2015,419000,8008.59,,,6.03713E+13
452667,12201535.00,,,,3,6,,7,3,,,2276,,,2276,,,6037,,3,,,,,33964983,-118251616,6411,,,,,,300,247,LCR3*,60375351.02,396053,3101,,95982,0,,,,3,,,1941,,,149871,240207,2015,90336,4180.56,,,6.03754E+13
510824,11894550.00,,,,2,2,,7,2,,,1248,,,1248,,,6037,,2,,,,,34095678,-118130115,7646,,,,,,200,246,ALRPD*,60374803.04,50677,3101,,96531,0,,,,2,,,1924,,,54002,349891,2015,295889,4540.47,,,6.03748E+13
359575,11100828.00,,,,2,3,,4,2,,,1548,1548,,,,,6037,,2,,,,2,34233527,-118544150,7507,1,,,,1,101,261,LARS,60371152.02,12447,3101,33183,96354,0,,,,1,,,1963,,,30366,90111,2015,59745,1234.17,,,6.03712E+13
403832,10981926.00,,,,2,3,,7,2,,,1519,1519,,,,,6037,,2,,,,2,34279589,-118374511,22158,,,,,,100,261,LARA,60371041.24,12447,3101,268249,96368,0,,,,1,,,1961,,,121452,276547,2015,155095,3574.49,,,6.0371E+13
472386,14111382.00,13,,,2,3,,,2,,,1865,1865,,,,,6059,,2,2,437,,,33821386,-118059439,5280,1,,,,1,122,261,,60591101.17,44833,1286,,96185,7,,,,,,,1968,1,,132195,459889,2015,327694,5397.92,,,6.05911E+13
672097,11149408.00,1,,,2,4,,4,2,,,1952,1952,,,,,6037,,2,,,,2,34419571,-118427521,10158,1,,,,1,101,261,SCUR2,60379200.41,54311,3101,37739,96401,0,,,,1,,,1977,,,176508,275307,2015,98799,3563.34,,,6.03792E+13
898602,12184374.00,,,,2,3,,7,2,,,1216,,,1216,,,6037,,2,,,,,33982139,-118270867,7429,,,,,,200,246,LAR2,60372393.2,12447,3101,268496,95984,0,,,,2,,,1911,,,81336,211117,2015,129781,2771.92,,,6.03724E+13
595535,17168344.00,,,,2,3,,,2,66,1041,1041,1041,,,1041,,6111,1,2,2,441,,,34166420,-119178804,6000,,,,,,1111,261,,61110041.01,13150,2061,,97104,5,,,,,,,1957,1,,108500,310000,2015,201500,3709.44,,,6.111E+13
748660,11843360.00,,,,2,3,,7,2,,,1372,1372,,,,,6037,,2,,,,2,34056572,-118120921,7038,,,,,,100,261,MPR2*,60374822.01,6021,3101,,96497,0,,,,1,,,1962,,,118616,221959,2015,103343,2983.69,,,6.03748E+13
945364,12687510.00,,,,2,3,,4,2,,,1831,1831,,,,,6037,,2,,,,2,33772667,-118418949,9437,,,,,,100,261,PVR1*,60376703.28,33311,3101,,96121,0,,,,1,,,1952,,,49550,116642,2015,67092,2669.47,,,6.03767E+13
178038,11555852.00,1,,,2,2,,4,2,,,1029,1029,,,,,6037,,2,,,,2,34021200,-118428000,,,,,,,010E,266,LAR3,60372716,12447,3101,116415,96047,0,,,,1,,,1987,,,162541,412515,2015,249974,5077.42,,,6.03727E+13
401190,12345652.00,1,,,3,4,,4,3,,,2166,2166,,,,,6037,,3,,,,2,33898558,-118126010,4962,,,,,,100,261,BFR1YY,60375540.01,44116,3101,,96208,0,,,,1,,,2008,,,407162,578596,2015,171434,6823.2,,,6.03755E+13
575890,13948084.00,,,,2,2,,,2,,,1586,1586,,,,,6059,,2,1,399,,,33770578,-117959349,12555,,,,,,122,261,,60590887.02,24832,1286,,97051,6,,,,,,,1951,1,,85036,581000,2015,495964,7066.94,,,6.05909E+13
51272,12263839.00,,,,2,4,,7,2,,,1318,1318,,,,,6037,,2,,,,7,33885207,-118236726,6118,,,,,,100,261,CORL*,60375432.01,24174,3101,,96090,0,,,,1,,,1948,,,70646,161230,2015,90584,3029.66,,,6.03754E+13
6080,12088526.00,,,,1,2,,7,1,,,1428,1428,,,,,6037,,1,,,,2,34134445,-118218953,7203,,,,,,100,261,LAR1,60371813,12447,3101,114808,96022,0,,,,1,,,1936,,,68951,275819,2015,206868,3405.54,,,6.03718E+13
